Customer_ID,Bandwidth_Mbps,Price_Per_Mbps,Monthly_Internet_Fee,Years_With_Company,Customer_Type,Company_Size,Strategic_Category,Strategic_Level,Has_VoIP,Monthly_VoIP_Fee,Has_Server,Server_Type,Monthly_Server_Fee,Support_Tickets_Last_Year,Downtime_Hours_Last_Year,Contract_Type,Total_Monthly_Revenue,Number_of_Services,High_Value
C02291,10,340000,3400000,8.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.6,Annual,3400000.0,1,0
C02292,150,280000,42000000,3.1,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,1.8,Monthly,42000000.0,1,0
C02293,30,290000,8700000,5.9,Business,Small,Small Business,1,1,682148.0,1,Dedicated,14758244.0,10,7.6,Annual,24140392.0,3,0
C02294,150,275000,41250000,6.2,Business,Small,Small Business,1,0,0.0,0,,0.0,1,5.0,Annual,41250000.0,1,0
C02295,10,375000,3750000,1.9,Personal,Small,Normal,0,1,487507.0,0,,0.0,4,8.3,Monthly,4237507.0,2,0
C02296,50,270000,13500000,9.1,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.4,Annual,13500000.0,1,0
C02297,10,375000,3750000,0.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.6,Monthly,3750000.0,1,0
C02298,300,200000,60000000,9.0,Government,Large,Government,3,0,0.0,1,VPS,6925706.0,6,7.8,Annual,66925706.0,2,1
C02299,100,285000,28500000,0.6,Business,Small,Small Business,1,0,0.0,0,,0.0,2,0.7,Monthly,28500000.0,1,0
C02300,100,280000,28000000,0.9,Business,Medium,Small Business,1,0,0.0,1,Shared,5215775.0,6,6.0,Monthly,33215775.0,2,0
C02301,300,225000,67500000,2.3,Government,Large,Government,3,1,1464861.0,1,Dedicated,8563787.0,7,5.6,Monthly,77528648.0,3,1
C02302,30,320000,9600000,5.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.5,Annual,9600000.0,1,0
C02303,30,305000,9150000,9.7,Business,Large,ISP Partner,3,1,923082.0,1,Shared,12777114.0,10,6.1,Annual,22850196.0,3,0
C02304,20,300000,11337766,4.2,Business,Small,Small Business,1,0,0.0,1,VPS,5435742.0,9,9.0,Monthly,16773508.0,2,0
C02305,200,240000,48000000,3.9,Business,Large,Enterprise,2,0,0.0,0,,0.0,2,3.1,Monthly,48000000.0,1,1
C02306,10,365000,3650000,2.7,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.7,Monthly,3650000.0,1,0
C02307,20,310000,6200000,6.8,Personal,Small,Normal,0,0,0.0,0,,0.0,1,4.6,Annual,6200000.0,1,0
C02308,300,200000,60000000,3.3,Business,Large,Enterprise,2,1,1644176.0,0,,0.0,4,2.9,Monthly,61644176.0,2,1
C02309,10,365000,3650000,6.1,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.4,Annual,3650000.0,1,0
C02310,150,235000,35250000,8.6,Government,Large,Government,3,1,1562247.0,1,Shared,19324839.0,5,7.7,Annual,56137086.0,3,1
C02311,50,285000,14250000,3.1,Business,Small,Small Business,1,0,0.0,0,,0.0,2,2.8,Monthly,14250000.0,1,0
C02312,150,260000,39000000,1.1,Government,Large,Government,3,1,891979.0,1,Shared,17506340.0,9,8.9,Monthly,57398319.0,3,1
C02313,100,290000,29000000,5.8,Government,Large,Government,3,1,1499388.0,1,Dedicated,11947416.0,8,5.5,Monthly,42446804.0,3,0
C02314,50,295000,14750000,6.0,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.7,Annual,14750000.0,1,0
C02315,30,290000,8700000,0.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.8,Monthly,8700000.0,1,0
C02316,30,330000,9900000,7.2,Personal,Small,Normal,0,0,0.0,0,,0.0,2,2.9,Monthly,9900000.0,1,0
C02317,30,290000,8700000,8.7,Personal,Small,Normal,0,0,0.0,0,,0.0,2,2.6,Annual,8700000.0,1,0
C02318,30,320000,9600000,6.0,Business,Small,Small Business,1,0,0.0,1,Dedicated,8102577.0,4,1.4,Monthly,17702577.0,2,0
C02319,20,300000,6000000,8.6,Personal,Small,Normal,0,0,0.0,0,,0.0,3,5.5,Annual,6000000.0,1,0
C02320,10,355000,3550000,5.1,Personal,Small,Normal,0,0,0.0,0,,0.0,2,3.1,Monthly,3550000.0,1,0
C02321,50,290000,14500000,1.6,Personal,Small,Normal,0,0,0.0,0,,0.0,4,5.7,Monthly,14500000.0,1,0
C02322,20,300000,6000000,5.1,Personal,Small,Normal,0,0,0.0,0,,0.0,0,6.0,Annual,6000000.0,1,0
C02323,20,350000,7000000,7.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.3,Monthly,7000000.0,1,0
C02324,100,285000,28500000,8.0,Business,Large,University,2,1,608959.0,0,,0.0,2,4.4,Annual,29108959.0,2,0
C02325,100,250000,25000000,5.2,Business,Large,Hospital,3,1,628783.0,1,Dedicated,11817022.0,6,5.7,Annual,37445805.0,3,0
C02326,30,320000,9600000,8.4,Personal,Small,Normal,0,0,0.0,0,,0.0,4,5.4,Annual,9600000.0,1,0
C02327,10,335000,3350000,2.0,Personal,Small,Normal,0,0,0.0,0,,0.0,3,4.1,Monthly,3350000.0,1,0
C02328,200,220000,44000000,9.5,Business,Small,Small Business,1,1,1160974.0,0,,0.0,3,4.5,Annual,45160974.0,2,1
C02329,200,240000,48000000,6.4,Business,Small,Small Business,1,0,0.0,0,,0.0,1,4.3,Annual,48000000.0,1,1
C02330,150,250000,37500000,9.2,Government,Large,Government,3,1,1021239.0,1,Dedicated,10856325.0,10,10.0,Annual,49377564.0,3,1
C02331,20,300000,6000000,2.7,Personal,Small,Normal,0,0,0.0,0,,0.0,1,4.7,Monthly,6000000.0,1,0
C02332,50,280000,14000000,7.2,Business,Medium,Small Business,1,0,0.0,0,,0.0,3,8.8,Annual,14000000.0,1,0
C02333,30,300000,9000000,2.3,Business,Large,University,2,1,1583443.0,0,,0.0,4,4.7,Monthly,10583443.0,2,0
C02334,10,320000,3200000,9.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.6,Annual,3200000.0,1,0
C02335,10,345000,3450000,3.6,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.5,Monthly,3450000.0,1,0
C02336,100,275000,27500000,0.6,Government,Large,Government,3,0,0.0,1,VPS,11844538.0,5,6.7,Monthly,39344538.0,2,0
C02337,10,365000,3650000,0.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.1,Monthly,3650000.0,1,0
C02338,50,310000,15500000,3.8,Personal,Small,Normal,0,0,0.0,0,,0.0,1,2.8,Monthly,15500000.0,1,0
C02339,30,335000,10050000,0.5,Personal,Small,Normal,0,0,0.0,0,,0.0,1,5.7,Monthly,10050000.0,1,0
C02340,50,310000,15500000,1.6,Business,Medium,Small Business,1,0,0.0,0,,0.0,6,5.8,Monthly,15500000.0,1,0
C02341,10,370000,3700000,4.6,Personal,Small,Normal,0,0,0.0,0,,0.0,3,6.6,Monthly,3700000.0,1,0
C02342,100,260000,26000000,2.7,Business,Small,Small Business,1,0,0.0,0,,0.0,3,6.0,Monthly,26000000.0,1,0
C02343,50,310000,15500000,1.9,Business,Large,Hospital,3,1,1846314.0,0,,0.0,3,7.9,Monthly,17346314.0,2,0
C02344,100,285000,28500000,1.4,Business,Small,Small Business,1,1,1222994.0,0,,0.0,2,5.2,Monthly,29722994.0,2,0
C02345,100,255000,25500000,2.9,Business,Large,Hospital,3,1,904881.0,1,VPS,11857815.0,11,10.2,Monthly,38262696.0,3,0
C02346,150,235000,35250000,7.4,Government,Large,Government,3,1,861274.0,0,,0.0,3,5.7,Annual,36111274.0,2,0
C02347,300,225000,67500000,8.1,Business,Medium,Small Business,1,0,0.0,0,,0.0,5,7.5,Annual,67500000.0,1,1
C02348,30,290000,8700000,4.3,Personal,Small,Normal,0,0,0.0,0,,0.0,5,6.2,Monthly,8700000.0,1,0
C02349,30,330000,9900000,6.4,Personal,Small,Normal,0,0,0.0,0,,0.0,1,2.1,Annual,9900000.0,1,0
C02350,20,335000,6700000,0.4,Business,Large,University,2,1,1739011.0,0,,0.0,4,8.7,Monthly,8439011.0,2,0
C02351,50,280000,14000000,9.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.0,Annual,14000000.0,1,0
C02352,20,330000,6600000,1.7,Personal,Small,Normal,0,0,0.0,0,,0.0,1,4.1,Monthly,6600000.0,1,0
C02353,50,270000,13500000,5.3,Business,Large,Enterprise,2,0,0.0,1,VPS,4058437.0,7,10.2,Annual,17558437.0,2,0
C02354,10,340000,3400000,0.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.4,Monthly,3400000.0,1,0
C02355,30,320000,9600000,10.0,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.0,Monthly,9600000.0,1,0
C02356,200,220000,44000000,4.1,Government,Large,Government,3,1,963209.0,1,Shared,12586476.0,5,5.9,Monthly,57549685.0,3,1
C02357,20,330000,6600000,6.0,Personal,Small,Normal,0,1,1771414.0,0,,0.0,4,7.7,Monthly,8371414.0,2,0
C02358,30,290000,8700000,0.7,Business,Large,Hospital,3,1,1604042.0,0,,0.0,2,4.2,Monthly,10304042.0,2,0
C02359,100,300000,30000000,0.8,Business,Medium,Small Business,1,1,1540650.0,0,,0.0,4,10.1,Monthly,31540650.0,2,0
C02360,100,280000,28000000,7.1,Government,Large,Government,3,1,593016.0,0,,0.0,6,8.0,Annual,28593016.0,2,0
C02361,50,320000,16000000,4.3,Business,Small,Small Business,1,1,1499471.0,0,,0.0,5,7.4,Monthly,17499471.0,2,0
C02362,100,300000,30000000,1.0,Business,Medium,Small Business,1,1,1480461.0,0,,0.0,3,4.5,Monthly,31480461.0,2,0
C02363,200,220000,44000000,5.4,Government,Large,Government,3,1,1667859.0,0,,0.0,7,7.4,Annual,45667859.0,2,1
C02364,10,335000,3350000,2.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.6,Monthly,3350000.0,1,0
C02365,100,285000,28500000,3.3,Business,Medium,Small Business,1,1,1894265.0,0,,0.0,5,9.4,Monthly,30394265.0,2,0
C02366,200,225000,45000000,9.8,Business,Large,Enterprise,2,1,525621.0,0,,0.0,4,3.5,Monthly,45525621.0,2,1
C02367,10,320000,3200000,3.5,Personal,Small,Normal,0,1,604387.0,0,,0.0,2,4.0,Monthly,3804387.0,2,0
C02368,10,360000,3600000,4.5,Personal,Small,Normal,0,0,0.0,0,,0.0,2,5.9,Monthly,3600000.0,1,0
C02369,30,325000,9750000,6.7,Business,Medium,Small Business,1,0,0.0,1,Dedicated,17470042.0,11,10.5,Annual,27220042.0,2,0
C02370,20,300000,6000000,5.5,Business,Small,Small Business,1,0,0.0,0,,0.0,0,3.6,Annual,6000000.0,1,0
C02371,50,300000,15000000,5.3,Personal,Small,Normal,0,0,0.0,0,,0.0,3,3.8,Annual,15000000.0,1,0
C02372,150,230000,34500000,1.3,Business,Small,Small Business,1,1,1938662.0,1,Dedicated,13912125.0,9,8.4,Monthly,50350787.0,3,1
C02373,50,275000,13750000,9.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.3,Annual,13750000.0,1,0
C02374,20,300000,6000000,8.0,Business,Small,Small Business,1,0,0.0,1,Dedicated,12465944.0,6,3.6,Monthly,18465944.0,2,0
C02375,100,250000,25000000,2.7,Government,Large,Government,3,1,1115586.0,0,,0.0,2,3.3,Monthly,26115586.0,2,0
C02376,10,335000,3350000,0.5,Personal,Small,Normal,0,0,0.0,0,,0.0,6,9.7,Monthly,3350000.0,1,0
C02377,10,345000,3450000,5.1,Personal,Small,Normal,0,0,0.0,0,,0.0,2,1.0,Annual,3450000.0,1,0
C02378,20,355000,7100000,0.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.5,Monthly,7100000.0,1,0
C02379,10,320000,3200000,9.8,Business,Small,Small Business,1,0,0.0,0,,0.0,0,6.2,Monthly,3200000.0,1,0
C02380,30,295000,8850000,1.0,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.9,Monthly,8850000.0,1,0
C02381,10,390000,3900000,1.4,Personal,Small,Normal,0,0,0.0,0,,0.0,2,4.5,Monthly,3900000.0,1,0
C02382,10,325000,3250000,0.3,Business,Small,Small Business,1,1,381175.0,0,,0.0,3,4.5,Monthly,3631175.0,2,0
C02383,10,360000,3600000,0.2,Personal,Small,Normal,0,0,0.0,0,,0.0,2,7.0,Monthly,3600000.0,1,0
C02384,20,340000,6800000,1.1,Personal,Small,Normal,0,0,0.0,0,,0.0,1,1.0,Monthly,6800000.0,1,0
C02385,100,250000,25000000,5.5,Business,Large,University,2,0,0.0,0,,0.0,3,2.4,Monthly,25000000.0,1,0
C02386,300,230000,69000000,1.2,Business,Small,Small Business,1,0,0.0,0,,0.0,1,6.1,Monthly,69000000.0,1,1
C02387,10,325000,3250000,4.7,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.1,Monthly,3250000.0,1,0
C02388,30,295000,8850000,3.5,Business,Small,Small Business,1,1,507604.0,0,,0.0,7,9.4,Monthly,9357604.0,2,0
C02389,200,220000,44000000,4.7,Business,Large,Hospital,3,1,1494161.0,1,Shared,8157653.0,9,10.1,Monthly,53651814.0,3,1
C02390,20,365000,7300000,1.9,Business,Large,University,2,1,1905909.0,1,VPS,11572196.0,8,8.0,Monthly,20778105.0,3,0
C02391,10,325000,3250000,3.9,Personal,Small,Normal,0,0,0.0,0,,0.0,1,0.0,Monthly,3250000.0,1,0
C02392,50,305000,15250000,1.6,Personal,Small,Normal,0,0,0.0,0,,0.0,2,1.6,Monthly,15250000.0,1,0
C02393,200,230000,46000000,9.6,Government,Large,Government,3,0,0.0,1,VPS,4495385.0,8,7.3,Monthly,50495385.0,2,1
C02394,300,235000,70500000,6.0,Business,Large,Hospital,3,1,1314520.0,0,,0.0,4,5.4,Monthly,71814520.0,2,1
C02395,300,240000,72000000,0.4,Government,Large,Government,3,1,1554636.0,0,,0.0,4,2.7,Monthly,73554636.0,2,1
C02396,20,310000,6200000,8.8,Business,Medium,Small Business,1,1,1077971.0,0,,0.0,3,6.0,Annual,7277971.0,2,0
C02397,150,275000,41250000,5.9,Business,Small,Small Business,1,0,0.0,1,Dedicated,17984350.0,6,4.2,Annual,59234350.0,2,1
C02398,100,295000,29500000,4.5,Government,Large,Government,3,1,762596.0,1,VPS,16895585.0,9,8.4,Monthly,47158181.0,3,1
C02399,10,390000,3900000,0.3,Personal,Small,Normal,0,0,0.0,0,,0.0,1,1.5,Monthly,3900000.0,1,0
C02400,300,210000,63000000,0.4,Business,Small,Small Business,1,1,1306494.0,1,Shared,11354301.0,6,2.9,Monthly,75660795.0,3,1
C02401,20,310000,6200000,8.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.6,Annual,6200000.0,1,0
C02402,10,360000,3600000,4.4,Business,Medium,Small Business,1,0,0.0,0,,0.0,1,3.4,Monthly,3600000.0,1,0
C02403,10,360000,3600000,9.5,Personal,Small,Normal,0,0,0.0,0,,0.0,1,1.0,Annual,3600000.0,1,0
C02404,10,320000,3200000,8.2,Personal,Small,Normal,0,0,0.0,0,,0.0,1,4.6,Annual,3200000.0,1,0
C02405,30,290000,8700000,9.6,Personal,Small,Normal,0,0,0.0,0,,0.0,1,1.7,Annual,8700000.0,1,0
C02406,10,375000,3750000,1.2,Personal,Small,Normal,0,0,0.0,0,,0.0,3,2.2,Monthly,3750000.0,1,0
C02407,10,365000,3650000,2.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.7,Monthly,3650000.0,1,0
C02408,10,360000,3600000,0.2,Personal,Small,Normal,0,0,0.0,0,,0.0,2,2.5,Monthly,3600000.0,1,0
C02409,10,360000,3600000,6.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.0,Annual,3600000.0,1,0
C02410,200,230000,34500000,2.5,Business,Small,Small Business,1,0,0.0,0,,0.0,0,1.9,Monthly,34500000.0,1,0
C02411,200,220000,44000000,5.0,Government,Large,Government,3,1,778314.0,1,VPS,3554800.0,8,6.3,Monthly,48333114.0,3,1
C02412,20,345000,6900000,3.1,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.2,Monthly,6900000.0,1,0
C02413,50,270000,13500000,7.6,Personal,Small,Normal,0,0,0.0,0,,0.0,4,8.6,Annual,13500000.0,1,0
C02414,50,270000,13500000,9.5,Personal,Small,Normal,0,0,0.0,0,,0.0,1,3.6,Monthly,13500000.0,1,0
C02415,10,355000,3550000,7.0,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.8,Monthly,3550000.0,1,0
C02416,10,370000,3700000,6.1,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.5,Monthly,3700000.0,1,0
C02417,30,340000,10200000,2.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.1,Monthly,10200000.0,1,0
C02418,30,300000,9000000,7.0,Business,Small,Small Business,1,1,455396.0,0,,0.0,5,7.6,Annual,9455396.0,2,0
C02419,50,270000,13500000,4.3,Business,Medium,Small Business,1,0,0.0,0,,0.0,4,4.9,Monthly,13500000.0,1,0
C02420,30,305000,9150000,3.9,Personal,Small,Normal,0,0,0.0,0,,0.0,2,0.8,Monthly,9150000.0,1,0
C02421,50,270000,13500000,6.8,Personal,Small,Normal,0,0,0.0,0,,0.0,4,4.9,Annual,13500000.0,1,0
C02422,30,305000,9150000,1.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.2,Monthly,9150000.0,1,0
C02423,100,275000,27500000,6.9,Business,Small,Small Business,1,0,0.0,0,,0.0,1,3.4,Annual,27500000.0,1,0
C02424,10,375000,3750000,4.7,Business,Small,Small Business,1,1,1554583.0,0,,0.0,5,5.2,Monthly,5304583.0,2,0
C02425,20,300000,6000000,8.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.1,Monthly,6000000.0,1,0
C02426,150,230000,34500000,7.7,Business,Small,Small Business,1,1,1602587.0,0,,0.0,2,6.9,Annual,36102587.0,2,0
C02427,10,355000,3550000,3.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.0,Monthly,3550000.0,1,0
C02428,10,320000,3200000,8.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.0,Annual,3200000.0,1,0
C02429,20,300000,6000000,5.3,Business,Small,Small Business,1,0,0.0,1,VPS,17736436.0,3,5.0,Annual,23736436.0,2,0
C02430,100,285000,28500000,1.7,Business,Small,Small Business,1,1,420908.0,0,,0.0,6,4.2,Monthly,28920908.0,2,0
C02431,150,270000,40500000,5.0,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,3.5,Monthly,40500000.0,1,0
C02432,20,325000,6500000,9.4,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.2,Annual,6500000.0,1,0
C02433,20,325000,6500000,9.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.2,Annual,6500000.0,1,0
C02434,10,365000,3650000,2.7,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.3,Monthly,3650000.0,1,0
C02435,10,320000,3200000,5.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.8,Annual,3200000.0,1,0
C02436,20,350000,7000000,2.1,Business,Medium,Small Business,1,1,1205075.0,0,,0.0,4,6.0,Monthly,8205075.0,2,0
C02437,100,250000,25000000,4.7,Government,Large,Government,3,1,685995.0,1,Dedicated,7981937.0,10,11.8,Monthly,33667932.0,3,0
C02438,30,320000,9600000,0.4,Personal,Small,Normal,0,1,1407609.0,0,,0.0,6,7.1,Monthly,11007609.0,2,0
C02439,200,220000,44000000,3.7,Business,Small,Small Business,1,1,1646210.0,1,VPS,17669022.0,9,5.4,Monthly,63315232.0,3,1
C02440,10,325000,3250000,5.5,Personal,Small,Normal,0,0,0.0,0,,0.0,1,4.9,Annual,3250000.0,1,0
C02441,300,200000,60000000,5.0,Government,Large,Government,3,1,438012.0,0,,0.0,5,13.3,Monthly,60438012.0,2,1
C02442,100,310000,31000000,0.7,Business,Large,Enterprise,2,0,0.0,0,,0.0,0,4.3,Monthly,31000000.0,1,0
C02443,50,270000,13500000,8.4,Business,Medium,Small Business,1,0,0.0,0,,0.0,3,3.1,Monthly,13500000.0,1,0
C02444,20,300000,6000000,8.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.0,Annual,6000000.0,1,0
C02445,10,345000,3450000,6.1,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.4,Annual,3450000.0,1,0
C02446,300,245000,73500000,4.2,Business,Large,Enterprise,2,0,0.0,1,VPS,16820669.0,5,9.5,Monthly,90320669.0,2,1
C02447,10,360000,3600000,9.2,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.0,Annual,3600000.0,1,0
C02448,300,225000,67500000,1.2,Business,Large,Enterprise,2,0,0.0,0,,0.0,2,3.8,Monthly,67500000.0,1,1
C02449,20,300000,6000000,1.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.9,Monthly,6000000.0,1,0
C02450,30,325000,9750000,4.2,Personal,Small,Normal,0,0,0.0,0,,0.0,2,4.8,Monthly,9750000.0,1,0
C02451,150,240000,36000000,0.5,Business,Medium,Small Business,1,1,759675.0,0,,0.0,9,8.5,Monthly,36759675.0,2,0
C02452,30,305000,9150000,4.7,Personal,Small,Normal,0,0,0.0,0,,0.0,0,6.1,Monthly,9150000.0,1,0
C02453,20,350000,7000000,3.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,5.2,Monthly,7000000.0,1,0
C02454,50,270000,13500000,9.8,Business,Medium,Small Business,1,0,0.0,0,,0.0,1,2.8,Annual,13500000.0,1,0
C02455,10,335000,3350000,6.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.1,Annual,3350000.0,1,0
C02456,10,320000,3200000,8.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,2.9,Annual,3200000.0,1,0
C02457,300,250000,75000000,1.9,Business,Small,Small Business,1,0,0.0,1,Dedicated,9797653.0,6,4.3,Monthly,84797653.0,2,1
C02458,300,215000,64500000,0.4,Government,Large,Government,3,1,1265536.0,1,Dedicated,19649737.0,9,8.3,Monthly,85415273.0,3,1
C02459,30,305000,9150000,0.3,Business,Medium,Small Business,1,1,1191149.0,1,VPS,13839152.0,6,4.6,Monthly,24180301.0,3,0
C02460,100,295000,29500000,1.3,Business,Large,Enterprise,2,1,300493.0,0,,0.0,3,5.0,Monthly,29800493.0,2,0
C02461,300,220000,66000000,7.1,Business,Large,Hospital,3,1,1008940.0,0,,0.0,6,7.5,Annual,67008940.0,2,1
C02462,200,220000,44000000,1.5,Business,Large,Enterprise,2,1,1598486.0,0,,0.0,5,5.8,Monthly,45598486.0,2,1
C02463,200,220000,44000000,4.0,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,4.0,Monthly,44000000.0,1,1
C02464,10,320000,3200000,7.9,Personal,Small,Normal,0,0,0.0,0,,0.0,0,0.0,Annual,3200000.0,1,0
C02465,30,320000,9600000,5.6,Personal,Small,Normal,0,0,0.0,0,,0.0,4,5.2,Annual,9600000.0,1,0
C02466,50,295000,14750000,8.9,Personal,Small,Normal,0,0,0.0,0,,0.0,4,6.1,Monthly,14750000.0,1,0
C02467,30,320000,9600000,5.0,Personal,Small,Normal,0,0,0.0,0,,0.0,1,1.6,Monthly,9600000.0,1,0
C02468,100,250000,25000000,5.2,Business,Large,Hospital,3,1,1813071.0,1,VPS,14970588.0,9,7.2,Annual,41783659.0,3,0
C02469,50,275000,13750000,1.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.3,Monthly,13750000.0,1,0
C02470,50,285000,14250000,0.5,Business,Small,Small Business,1,0,0.0,0,,0.0,2,5.6,Monthly,14250000.0,1,0
C02471,50,275000,13750000,7.2,Business,Small,Small Business,1,1,452695.0,0,,0.0,2,2.4,Monthly,14202695.0,2,0
C02472,10,340000,3400000,1.1,Personal,Small,Normal,0,0,0.0,0,,0.0,1,3.8,Monthly,3400000.0,1,0
C02473,20,315000,6300000,6.3,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.2,Monthly,6300000.0,1,0
C02474,200,245000,49000000,3.8,Government,Large,Government,3,1,1263991.0,1,VPS,19804586.0,6,4.6,Monthly,70068577.0,3,1
C02475,10,335000,3350000,1.0,Personal,Small,Normal,0,0,0.0,0,,0.0,2,1.7,Monthly,3350000.0,1,0
C02476,10,375000,3750000,1.2,Personal,Small,Normal,0,1,1383150.0,0,,0.0,3,5.4,Monthly,5133150.0,2,0
C02477,30,305000,9150000,9.7,Personal,Small,Normal,0,0,0.0,1,Dedicated,3696164.0,3,5.9,Annual,12846164.0,2,0
C02478,10,380000,3800000,3.0,Personal,Small,Normal,0,0,0.0,0,,0.0,3,1.4,Monthly,3800000.0,1,0
C02479,10,330000,3300000,9.1,Personal,Small,Normal,0,0,0.0,0,,0.0,2,6.5,Annual,3300000.0,1,0
C02480,300,205000,61500000,1.7,Business,Medium,Small Business,1,1,676418.0,0,,0.0,7,3.9,Monthly,62176418.0,2,1
C02481,30,290000,8700000,9.0,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.9,Annual,8700000.0,1,0
C02482,300,200000,60000000,7.3,Government,Large,Government,3,1,1206541.0,1,Dedicated,15915742.0,6,6.0,Annual,77122283.0,3,1
C02483,10,380000,3800000,2.4,Personal,Small,Normal,0,0,0.0,0,,0.0,6,3.3,Monthly,3800000.0,1,0
C02484,10,365000,3650000,3.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,3.9,Monthly,3650000.0,1,0
C02485,150,250000,37500000,3.1,Government,Large,Government,3,1,678949.0,1,VPS,5325910.0,9,9.3,Monthly,43504859.0,3,0
C02486,150,230000,34500000,1.9,Business,Medium,Small Business,1,0,0.0,1,VPS,5762635.0,7,6.8,Monthly,40262635.0,2,0
C02487,200,220000,44000000,3.1,Business,Small,Small Business,1,0,0.0,0,,0.0,0,0.7,Monthly,44000000.0,1,1
C02488,10,320000,3200000,8.6,Personal,Small,Normal,0,0,0.0,0,,0.0,0,1.4,Annual,3200000.0,1,0
C02489,50,270000,13500000,8.7,Personal,Small,Normal,0,0,0.0,0,,0.0,3,4.8,Monthly,13500000.0,1,0
C02490,300,200000,60000000,5.1,Business,Large,University,2,0,0.0,1,VPS,17481876.0,8,9.3,Annual,77481876.0,2,1
C02491,30,290000,8700000,6.2,Personal,Small,Normal,0,0,0.0,0,,0.0,2,3.7,Annual,8700000.0,1,0
C02492,300,200000,60000000,9.7,Business,Large,University,2,1,1924403.0,0,,0.0,5,6.2,Annual,61924403.0,2,1
C02493,10,355000,3550000,8.0,Personal,Small,Normal,0,0,0.0,0,,0.0,1,4.8,Monthly,3550000.0,1,0
C02494,50,280000,14000000,7.5,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.6,Monthly,14000000.0,1,0
C02495,20,325000,6500000,5.8,Personal,Small,Normal,0,0,0.0,0,,0.0,2,6.5,Annual,6500000.0,1,0
C02496,50,280000,14000000,5.0,Business,Large,Hospital,3,1,1262455.0,1,Dedicated,8678773.0,8,6.1,Monthly,23941228.0,3,0
C02497,20,300000,6000000,3.0,Personal,Small,Normal,0,0,0.0,0,,0.0,2,4.1,Monthly,6000000.0,1,0
C02498,50,270000,13500000,6.3,Personal,Small,Normal,0,0,0.0,0,,0.0,1,0.6,Annual,13500000.0,1,0
C02499,150,230000,34500000,7.1,Government,Large,Government,3,1,1830572.0,1,VPS,10321908.0,7,5.2,Monthly,46652480.0,3,1
C02500,30,345000,10350000,2.8,Personal,Small,Normal,0,0,0.0,0,,0.0,0,4.5,Monthly,10350000.0,1,0
C02501,50,270000,13500000,2.6,Personal,Small,Normal,0,0,0.0,0,,0.0,4,7.0,Monthly,13500000.0,1,0
C02502,200,235000,47000000,4.5,Business,Small,Small Business,1,1,1160370.0,0,,0.0,8,8.3,Monthly,48160370.0,2,1
