Customer_ID,Bandwidth_Mbps,Price_Per_Mbps,Monthly_Internet_Fee,Years_With_Company,Customer_Type,Company_Size,Strategic_Category,Strategic_Level,Has_VoIP,Monthly_VoIP_Fee,Has_Server,Server_Type,Monthly_Server_Fee,Support_Tickets_Last_Year,Downtime_Hours_Last_Year,Contract_Type,Total_Monthly_Revenue,Number_of_Services,High_Value,Revenue_Score,Strategic_Score,Services_Score,Company_Size_Score,Customer_Priority_Score
C02293,30,290000,8700000,5.9,Business,Small,Small Business,1,1,682148.0,1,Dedicated,14758244.0,10,7.6,Annual,24140392.0,3,0,14.835740011598155,26.0,63.2,25.8,25.967870005799078
C02294,150,275000,41250000,6.2,Business,Small,Small Business,1,0,0.0,0,,0.0,1,5.0,Annual,41250000.0,1,0,26.957466099073496,26.0,27.5,25.8,26.67373304953675
C02298,300,200000,60000000,9.0,Government,Large,Government,3,0,0.0,1,VPS,6925706.0,6,7.8,Annual,66925706.0,2,1,45.14805674466556,63.6,35.6,56.8,49.154028372332775
C02299,100,285000,28500000,0.6,Business,Small,Small Business,1,0,0.0,0,,0.0,2,0.7,Monthly,28500000.0,1,0,17.92441241278737,26.0,27.5,25.8,22.157206206393685
C02300,100,280000,28000000,0.9,Business,Medium,Small Business,1,0,0.0,1,Shared,5215775.0,6,6.0,Monthly,33215775.0,2,0,21.265420157685092,26.0,35.6,26.2,25.102710078842545
C02301,300,225000,67500000,2.3,Government,Large,Government,3,1,1464861.0,1,Dedicated,8563787.0,7,5.6,Monthly,77528648.0,3,1,52.65997394612266,63.6,63.2,56.8,57.04998697306132
C02303,30,305000,9150000,9.7,Business,Large,ISP Partner,3,1,923082.0,1,Shared,12777114.0,10,6.1,Annual,22850196.0,3,0,13.92166865992509,63.6,63.2,56.8,37.68083432996254
C02304,20,300000,11337766,4.2,Business,Small,Small Business,1,0,0.0,1,VPS,5435742.0,9,9.0,Monthly,16773508.0,2,0,9.616488350998761,26.0,35.6,25.8,19.218244175499382
C02305,200,240000,48000000,3.9,Business,Large,Enterprise,2,0,0.0,0,,0.0,2,3.1,Monthly,48000000.0,1,1,31.73967099181321,43.8,27.5,56.8,37.2748354959066
C02308,300,200000,60000000,3.3,Business,Large,Enterprise,2,1,1644176.0,0,,0.0,4,2.9,Monthly,61644176.0,2,1,41.40622583990237,43.8,35.6,56.8,43.323112919951186
C02310,150,235000,35250000,8.6,Government,Large,Government,3,1,1562247.0,1,Shared,19324839.0,5,7.7,Annual,56137086.0,3,1,37.50459135949378,63.6,63.2,56.8,49.47229567974689
C02311,50,285000,14250000,3.1,Business,Small,Small Business,1,0,0.0,0,,0.0,2,2.8,Monthly,14250000.0,1,0,7.828646528114642,26.0,27.5,25.8,17.10932326405732
C02312,150,260000,39000000,1.1,Government,Large,Government,3,1,891979.0,1,Shared,17506340.0,9,8.9,Monthly,57398319.0,3,1,38.3981431555656,63.6,63.2,56.8,49.9190715777828
C02313,100,290000,29000000,5.8,Government,Large,Government,3,1,1499388.0,1,Dedicated,11947416.0,8,5.5,Monthly,42446804.0,3,0,27.805371572325416,63.6,63.2,56.8,44.622685786162705
C02318,30,320000,9600000,6.0,Business,Small,Small Business,1,0,0.0,1,Dedicated,8102577.0,4,1.4,Monthly,17702577.0,2,0,10.274710323960658,26.0,35.6,25.8,19.54735516198033
C02324,100,285000,28500000,8.0,Business,Large,University,2,1,608959.0,0,,0.0,2,4.4,Annual,29108959.0,2,0,18.355844517865574,43.8,35.6,56.8,31.797922258932786
C02325,100,250000,25000000,5.2,Business,Large,Hospital,3,1,628783.0,1,Dedicated,11817022.0,6,5.7,Annual,37445805.0,3,0,24.26228981137928,63.6,63.2,56.8,42.85114490568964
C02328,200,220000,44000000,9.5,Business,Small,Small Business,1,1,1160974.0,0,,0.0,3,4.5,Annual,45160974.0,2,1,29.72829261732206,26.0,35.6,25.8,29.27414630866103
C02329,200,240000,48000000,6.4,Business,Small,Small Business,1,0,0.0,0,,0.0,1,4.3,Annual,48000000.0,1,1,31.73967099181321,26.0,27.5,25.8,29.064835495906607
C02330,150,250000,37500000,9.2,Government,Large,Government,3,1,1021239.0,1,Dedicated,10856325.0,10,10.0,Annual,49377564.0,3,1,32.715640369718706,63.6,63.2,56.8,47.07782018485935
C02332,50,280000,14000000,7.2,Business,Medium,Small Business,1,0,0.0,0,,0.0,3,8.8,Annual,14000000.0,1,0,7.651527828383542,26.0,27.5,26.2,17.08076391419177
C02333,30,300000,9000000,2.3,Business,Large,University,2,1,1583443.0,0,,0.0,4,4.7,Monthly,10583443.0,2,0,5.230983294794784,43.8,35.6,56.8,25.235491647397392
C02336,100,275000,27500000,0.6,Government,Large,Government,3,0,0.0,1,VPS,11844538.0,5,6.7,Monthly,39344538.0,2,0,25.60749429176541,63.6,35.6,56.8,39.38374714588271
C02340,50,310000,15500000,1.6,Business,Medium,Small Business,1,0,0.0,0,,0.0,6,5.8,Monthly,15500000.0,1,0,8.714240026770145,26.0,27.5,26.2,17.612120013385073
C02342,100,260000,26000000,2.7,Business,Small,Small Business,1,0,0.0,0,,0.0,3,6.0,Monthly,26000000.0,1,0,16.153225415476367,26.0,27.5,25.8,21.271612707738186
C02343,50,310000,15500000,1.9,Business,Large,Hospital,3,1,1846314.0,0,,0.0,3,7.9,Monthly,17346314.0,2,0,10.022306966671454,63.6,35.6,56.8,31.591153483335727
C02344,100,285000,28500000,1.4,Business,Small,Small Business,1,1,1222994.0,0,,0.0,2,5.2,Monthly,29722994.0,2,0,18.79087284102312,26.0,35.6,25.8,23.805436420511562
C02345,100,255000,25500000,2.9,Business,Large,Hospital,3,1,904881.0,1,VPS,11857815.0,11,10.2,Monthly,38262696.0,3,0,24.841036498347435,63.6,63.2,56.8,43.14051824917371
C02346,150,235000,35250000,7.4,Government,Large,Government,3,1,861274.0,0,,0.0,3,5.7,Annual,36111274.0,2,0,23.3168082294959,63.6,35.6,56.8,38.23840411474795
C02347,300,225000,67500000,8.1,Business,Medium,Small Business,1,0,0.0,0,,0.0,5,7.5,Annual,67500000.0,1,1,45.55492957083905,26.0,27.5,26.2,36.03246478541953
C02350,20,335000,6700000,0.4,Business,Large,University,2,1,1739011.0,0,,0.0,4,8.7,Monthly,8439011.0,2,0,3.711707264787731,43.8,35.6,56.8,24.475853632393864
C02353,50,270000,13500000,5.3,Business,Large,Enterprise,2,0,0.0,1,VPS,4058437.0,7,10.2,Annual,17558437.0,2,0,10.172590766443694,43.8,35.6,56.8,27.706295383221846
C02356,200,220000,44000000,4.1,Government,Large,Government,3,1,963209.0,1,Shared,12586476.0,5,5.9,Monthly,57549685.0,3,1,38.50538215197959,63.6,63.2,56.8,49.972691075989786
C02358,30,290000,8700000,0.7,Business,Large,Hospital,3,1,1604042.0,0,,0.0,2,4.2,Monthly,10304042.0,2,0,5.033034727500507,63.6,35.6,56.8,29.096517363750255
C02359,100,300000,30000000,0.8,Business,Medium,Small Business,1,1,1540650.0,0,,0.0,4,10.1,Monthly,31540650.0,2,0,20.078636310136854,26.0,35.6,26.2,24.509318155068428
C02360,100,280000,28000000,7.1,Government,Large,Government,3,1,593016.0,0,,0.0,6,8.0,Annual,28593016.0,2,0,17.990311904684123,63.6,35.6,56.8,35.57515595234206
C02361,50,320000,16000000,4.3,Business,Small,Small Business,1,1,1499471.0,0,,0.0,5,7.4,Monthly,17499471.0,2,0,10.130814841450317,26.0,35.6,25.8,19.47540742072516
C02362,100,300000,30000000,1.0,Business,Medium,Small Business,1,1,1480461.0,0,,0.0,3,4.5,Monthly,31480461.0,2,0,20.035993920464392,26.0,35.6,26.2,24.487996960232195
C02363,200,220000,44000000,5.4,Government,Large,Government,3,1,1667859.0,0,,0.0,7,7.4,Annual,45667859.0,2,1,30.087407865774853,63.6,35.6,56.8,41.62370393288742
C02365,100,285000,28500000,3.3,Business,Medium,Small Business,1,1,1894265.0,0,,0.0,5,9.4,Monthly,30394265.0,2,0,19.2664514277719,26.0,35.6,26.2,24.10322571388595
C02366,200,225000,45000000,9.8,Business,Large,Enterprise,2,1,525621.0,0,,0.0,4,3.5,Monthly,45525621.0,2,1,29.986635827325447,43.8,35.6,56.8,37.613317913662726
C02369,30,325000,9750000,6.7,Business,Medium,Small Business,1,0,0.0,1,Dedicated,17470042.0,11,10.5,Annual,27220042.0,2,0,17.017594426105692,26.0,35.6,26.2,22.978797213052847
C02370,20,300000,6000000,5.5,Business,Small,Small Business,1,0,0.0,0,,0.0,0,3.6,Annual,6000000.0,1,0,1.9837294369883258,26.0,27.5,25.8,14.186864718494164
C02372,150,230000,34500000,1.3,Business,Small,Small Business,1,1,1938662.0,1,Dedicated,13912125.0,9,8.4,Monthly,50350787.0,3,1,33.40514433895231,26.0,63.2,25.8,35.25257216947615
C02374,20,300000,6000000,8.0,Business,Small,Small Business,1,0,0.0,1,Dedicated,12465944.0,6,3.6,Monthly,18465944.0,2,0,10.81553660579118,26.0,35.6,25.8,19.81776830289559
C02375,100,250000,25000000,2.7,Government,Large,Government,3,1,1115586.0,0,,0.0,2,3.3,Monthly,26115586.0,2,0,16.235115183584842,63.6,35.6,56.8,34.69755759179242
C02379,10,320000,3200000,9.8,Business,Small,Small Business,1,0,0.0,0,,0.0,0,6.2,Monthly,3200000.0,1,0,0.0,26.0,27.5,25.8,13.195
C02382,10,325000,3250000,0.3,Business,Small,Small Business,1,1,381175.0,0,,0.0,3,4.5,Monthly,3631175.0,2,0,0.3054766214262292,26.0,35.6,25.8,14.562738310713115
C02385,100,250000,25000000,5.5,Business,Large,University,2,0,0.0,0,,0.0,3,2.4,Monthly,25000000.0,1,0,15.444750616551964,43.8,27.5,56.8,29.127375308275983
C02386,300,230000,69000000,1.2,Business,Small,Small Business,1,0,0.0,0,,0.0,1,6.1,Monthly,69000000.0,1,1,46.617641769225656,26.0,27.5,25.8,36.50382088461283
C02388,30,295000,8850000,3.5,Business,Small,Small Business,1,1,507604.0,0,,0.0,7,9.4,Monthly,9357604.0,2,0,4.3625072557560935,26.0,35.6,25.8,16.591253627878046
C02389,200,220000,44000000,4.7,Business,Large,Hospital,3,1,1494161.0,1,Shared,8157653.0,9,10.1,Monthly,53651814.0,3,1,35.74383877902133,63.6,63.2,56.8,48.591919389510664
C02390,20,365000,7300000,1.9,Business,Large,University,2,1,1905909.0,1,VPS,11572196.0,8,8.0,Monthly,20778105.0,3,0,12.453644405347028,43.8,63.2,56.8,32.98682220267351
C02393,200,230000,46000000,9.6,Government,Large,Government,3,0,0.0,1,VPS,4495385.0,8,7.3,Monthly,50495385.0,2,1,33.507588377927185,63.6,35.6,56.8,43.333794188963594
C02394,300,235000,70500000,6.0,Business,Large,Hospital,3,1,1314520.0,0,,0.0,4,5.4,Monthly,71814520.0,2,1,48.61165826029436,63.6,35.6,56.8,50.88582913014717
C02395,300,240000,72000000,0.4,Government,Large,Government,3,1,1554636.0,0,,0.0,4,2.7,Monthly,73554636.0,2,1,49.8444865934995,63.6,35.6,56.8,51.50224329674974
C02396,20,310000,6200000,8.8,Business,Medium,Small Business,1,1,1077971.0,0,,0.0,3,6.0,Annual,7277971.0,2,0,2.889139684244543,26.0,35.6,26.2,15.91456984212227
C02397,150,275000,41250000,5.9,Business,Small,Small Business,1,0,0.0,1,Dedicated,17984350.0,6,4.2,Annual,59234350.0,2,1,39.69892484910957,26.0,35.6,25.8,34.25946242455478
C02398,100,295000,29500000,4.5,Government,Large,Government,3,1,762596.0,1,VPS,16895585.0,9,8.4,Monthly,47158181.0,3,1,31.143263445057467,63.6,63.2,56.8,46.291631722528734
C02400,300,210000,63000000,0.4,Business,Small,Small Business,1,1,1306494.0,1,Shared,11354301.0,6,2.9,Monthly,75660795.0,3,1,51.33664716752732,26.0,63.2,25.8,44.218323583763656
C02402,10,360000,3600000,4.4,Business,Medium,Small Business,1,0,0.0,0,,0.0,1,3.4,Monthly,3600000.0,1,0,0.2833899195697609,26.0,27.5,26.2,13.396694959784881
C02410,200,230000,34500000,2.5,Business,Small,Small Business,1,0,0.0,0,,0.0,0,1.9,Monthly,34500000.0,1,0,22.175261206333783,26.0,27.5,25.8,24.282630603166893
C02411,200,220000,44000000,5.0,Government,Large,Government,3,1,778314.0,1,VPS,3554800.0,8,6.3,Monthly,48333114.0,3,1,31.975673865982113,63.6,63.2,56.8,46.70783693299106
C02418,30,300000,9000000,7.0,Business,Small,Small Business,1,1,455396.0,0,,0.0,5,7.6,Annual,9455396.0,2,0,4.431790423292509,26.0,35.6,25.8,16.625895211646256
C02419,50,270000,13500000,4.3,Business,Medium,Small Business,1,0,0.0,0,,0.0,4,4.9,Monthly,13500000.0,1,0,7.2972904289213405,26.0,27.5,26.2,16.90364521446067
C02423,100,275000,27500000,6.9,Business,Small,Small Business,1,0,0.0,0,,0.0,1,3.4,Annual,27500000.0,1,0,17.21593761386297,26.0,27.5,25.8,21.802968806931485
C02424,10,375000,3750000,4.7,Business,Small,Small Business,1,1,1554583.0,0,,0.0,5,5.2,Monthly,5304583.0,2,0,1.491044017744715,26.0,35.6,25.8,15.155522008872357
C02426,150,230000,34500000,7.7,Business,Small,Small Business,1,1,1602587.0,0,,0.0,2,6.9,Annual,36102587.0,2,0,23.310653708917645,26.0,35.6,25.8,26.065326854458824
C02429,20,300000,6000000,5.3,Business,Small,Small Business,1,0,0.0,1,VPS,17736436.0,3,5.0,Annual,23736436.0,2,0,14.54954736572385,26.0,35.6,25.8,21.684773682861927
C02430,100,285000,28500000,1.7,Business,Small,Small Business,1,1,420908.0,0,,0.0,6,4.2,Monthly,28920908.0,2,0,18.222615123453043,26.0,35.6,25.8,23.521307561726523
C02431,150,270000,40500000,5.0,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,3.5,Monthly,40500000.0,1,0,26.426109999880193,26.0,27.5,26.2,26.468054999940097
C02436,20,350000,7000000,2.1,Business,Medium,Small Business,1,1,1205075.0,0,,0.0,4,6.0,Monthly,8205075.0,2,0,3.5459695042265515,26.0,35.6,26.2,16.242984752113276
C02437,100,250000,25000000,4.7,Government,Large,Government,3,1,685995.0,1,Dedicated,7981937.0,10,11.8,Monthly,33667932.0,3,0,21.585761997342352,63.6,63.2,56.8,41.51288099867118
C02439,200,220000,44000000,3.7,Business,Small,Small Business,1,1,1646210.0,1,VPS,17669022.0,9,5.4,Monthly,63315232.0,3,1,42.59012690349378,26.0,63.2,25.8,39.84506345174689
C02441,300,200000,60000000,5.0,Government,Large,Government,3,1,438012.0,0,,0.0,5,13.3,Monthly,60438012.0,2,1,40.551689042532516,63.6,35.6,56.8,46.85584452126625
C02442,100,310000,31000000,0.7,Business,Large,Enterprise,2,0,0.0,0,,0.0,0,4.3,Monthly,31000000.0,1,0,19.695599410098374,43.8,27.5,56.8,31.25279970504919
C02443,50,270000,13500000,8.4,Business,Medium,Small Business,1,0,0.0,0,,0.0,3,3.1,Monthly,13500000.0,1,0,7.2972904289213405,26.0,27.5,26.2,16.90364521446067
C02446,300,245000,73500000,4.2,Business,Large,Enterprise,2,0,0.0,1,VPS,16820669.0,5,9.5,Monthly,90320669.0,2,1,61.72279845193439,43.8,35.6,56.8,53.481399225967195
C02448,300,225000,67500000,1.2,Business,Large,Enterprise,2,0,0.0,0,,0.0,2,3.8,Monthly,67500000.0,1,1,45.55492957083905,43.8,27.5,56.8,44.182464785419526
C02451,150,240000,36000000,0.5,Business,Medium,Small Business,1,1,759675.0,0,,0.0,9,8.5,Monthly,36759675.0,2,0,23.776183997593282,26.0,35.6,26.2,26.35809199879664
C02454,50,270000,13500000,9.8,Business,Medium,Small Business,1,0,0.0,0,,0.0,1,2.8,Annual,13500000.0,1,0,7.2972904289213405,26.0,27.5,26.2,16.90364521446067
C02457,300,250000,75000000,1.9,Business,Small,Small Business,1,0,0.0,1,Dedicated,9797653.0,6,4.3,Monthly,84797653.0,2,1,57.80988080187813,26.0,35.6,25.8,43.31494040093906
C02458,300,215000,64500000,0.4,Government,Large,Government,3,1,1265536.0,1,Dedicated,19649737.0,9,8.3,Monthly,85415273.0,3,1,58.24744900718982,63.6,63.2,56.8,59.84372450359491
C02459,30,305000,9150000,0.3,Business,Medium,Small Business,1,1,1191149.0,1,VPS,13839152.0,6,4.6,Monthly,24180301.0,3,0,14.864014532348431,26.0,63.2,26.2,26.042007266174217
C02460,100,295000,29500000,1.3,Business,Large,Enterprise,2,1,300493.0,0,,0.0,3,5.0,Monthly,29800493.0,2,0,18.845778929464963,43.8,35.6,56.8,32.04288946473248
C02461,300,220000,66000000,7.1,Business,Large,Hospital,3,1,1008940.0,0,,0.0,6,7.5,Annual,67008940.0,2,1,45.20702593607923,63.6,35.6,56.8,49.18351296803961
C02462,200,220000,44000000,1.5,Business,Large,Enterprise,2,1,1598486.0,0,,0.0,5,5.8,Monthly,45598486.0,2,1,30.038258843549077,43.8,35.6,56.8,37.63912942177454
C02463,200,220000,44000000,4.0,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,4.0,Monthly,44000000.0,1,1,28.9057717961156,26.0,27.5,26.2,27.7078858980578
C02468,100,250000,25000000,5.2,Business,Large,Hospital,3,1,1813071.0,1,VPS,14970588.0,9,7.2,Annual,41783659.0,3,0,27.335550051792694,63.6,63.2,56.8,44.387775025896346
C02470,50,285000,14250000,0.5,Business,Small,Small Business,1,0,0.0,0,,0.0,2,5.6,Monthly,14250000.0,1,0,7.828646528114642,26.0,27.5,25.8,17.10932326405732
C02471,50,275000,13750000,7.2,Business,Small,Small Business,1,1,452695.0,0,,0.0,2,2.4,Monthly,14202695.0,2,0,7.795132127751525,26.0,35.6,25.8,18.30756606387576
C02474,200,245000,49000000,3.8,Government,Large,Government,3,1,1263991.0,1,VPS,19804586.0,6,4.6,Monthly,70068577.0,3,1,47.374701644435895,63.6,63.2,56.8,54.40735082221795
C02480,300,205000,61500000,1.7,Business,Medium,Small Business,1,1,676418.0,0,,0.0,7,3.9,Monthly,62176418.0,2,1,41.78330588383149,26.0,35.6,26.2,35.36165294191574
C02482,300,200000,60000000,7.3,Government,Large,Government,3,1,1206541.0,1,Dedicated,15915742.0,6,6.0,Annual,77122283.0,3,1,52.37207458445774,63.6,63.2,56.8,56.90603729222887
C02485,150,250000,37500000,3.1,Government,Large,Government,3,1,678949.0,1,VPS,5325910.0,9,9.3,Monthly,43504859.0,3,0,28.554976875701374,63.6,63.2,56.8,44.99748843785069
C02486,150,230000,34500000,1.9,Business,Medium,Small Business,1,0,0.0,1,VPS,5762635.0,7,6.8,Monthly,40262635.0,2,0,26.257942879233504,26.0,35.6,26.2,27.59897143961675
C02487,200,220000,44000000,3.1,Business,Small,Small Business,1,0,0.0,0,,0.0,0,0.7,Monthly,44000000.0,1,1,28.9057717961156,26.0,27.5,25.8,27.6478858980578
C02490,300,200000,60000000,5.1,Business,Large,University,2,0,0.0,1,VPS,17481876.0,8,9.3,Annual,77481876.0,2,1,52.626837162827364,43.8,35.6,56.8,48.933418581413676
C02492,300,200000,60000000,9.7,Business,Large,University,2,1,1924403.0,0,,0.0,5,6.2,Annual,61924403.0,2,1,41.60475960738055,43.8,35.6,56.8,43.422379803690276
C02496,50,280000,14000000,5.0,Business,Large,Hospital,3,1,1262455.0,1,Dedicated,8678773.0,8,6.1,Monthly,23941228.0,3,0,14.694637336745178,63.6,63.2,56.8,38.06731866837259
C02499,150,230000,34500000,7.1,Government,Large,Government,3,1,1830572.0,1,VPS,10321908.0,7,5.2,Monthly,46652480.0,3,1,30.784987030766597,63.6,63.2,56.8,46.11249351538329
C02502,200,235000,47000000,4.5,Business,Small,Small Business,1,1,1160370.0,0,,0.0,8,8.3,Monthly,48160370.0,2,1,31.853289095316715,26.0,35.6,25.8,30.33664454765836
C02504,200,220000,44000000,6.1,Government,Large,Government,3,1,958012.0,1,VPS,9124915.0,7,5.5,Monthly,54082927.0,3,1,36.04927147501003,63.6,63.2,56.8,48.74463573750501
C02505,30,325000,9750000,5.5,Business,Large,University,2,1,1679357.0,0,,0.0,5,5.7,Annual,11429357.0,2,0,5.830292045852121,43.8,35.6,56.8,25.53514602292606
C02506,20,335000,6700000,3.3,Business,Medium,Small Business,1,1,315237.0,1,Dedicated,17462391.0,7,4.4,Monthly,24477628.0,3,0,15.074663218888226,26.0,63.2,26.2,26.147331609444112
C02507,150,255000,38250000,0.2,Business,Medium,Small Business,1,1,1586581.0,0,,0.0,4,4.6,Monthly,39836581.0,2,0,25.956094357252567,26.0,35.6,26.2,27.448047178626283
C02509,200,220000,44000000,6.8,Business,Medium,Small Business,1,0,0.0,1,VPS,5646471.0,6,7.4,Annual,49646471.0,2,1,32.906154202473076,26.0,35.6,26.2,30.923077101236537
C02512,300,220000,66000000,5.0,Business,Large,University,2,0,0.0,0,,0.0,2,1.7,Monthly,66000000.0,1,1,44.49221737245245,43.8,27.5,56.8,43.65110868622622
C02517,300,215000,64500000,8.2,Business,Large,Hospital,3,1,1808433.0,1,Shared,7673451.0,8,10.5,Annual,73981884.0,3,1,50.14718103439035,63.6,63.2,56.8,55.79359051719517
C02518,300,200000,60000000,6.5,Business,Large,Enterprise,2,0,0.0,0,,0.0,1,2.2,Annual,60000000.0,1,1,40.24136857890604,43.8,27.5,56.8,41.525684289453025
C02519,100,250000,25000000,6.7,Business,Small,Small Business,1,1,672506.0,0,,0.0,6,7.4,Annual,25672506.0,2,0,15.921204169677416,26.0,35.6,25.8,22.37060208483871
C02521,20,360000,7200000,2.5,Business,Large,Hospital,3,1,802633.0,1,Shared,17778376.0,9,6.1,Monthly,25781009.0,3,0,15.99807581078511,63.6,63.2,56.8,38.719037905392554
C02525,100,300000,30000000,0.6,Business,Medium,Small Business,1,0,0.0,1,VPS,9196683.0,3,5.9,Monthly,39196683.0,2,0,25.50274275037044,26.0,35.6,26.2,27.22137137518522
C02526,150,230000,34500000,4.6,Business,Medium,Small Business,1,0,0.0,0,,0.0,5,6.8,Monthly,34500000.0,1,0,22.175261206333783,26.0,27.5,26.2,24.342630603166892
C02527,50,300000,15000000,8.4,Business,Medium,Small Business,1,1,1869267.0,0,,0.0,8,8.2,Annual,16869267.0,2,0,9.684331189268963,26.0,35.6,26.2,19.312165594634482
C02528,100,250000,25000000,2.4,Business,Medium,Small Business,1,0,0.0,0,,0.0,2,4.8,Monthly,25000000.0,1,0,15.444750616551964,26.0,27.5,26.2,20.97737530827598
C02529,300,200000,60000000,0.6,Business,Small,Small Business,1,1,642322.0,1,Dedicated,17536262.0,10,9.6,Monthly,78178584.0,3,1,53.12043722303639,26.0,63.2,25.8,45.11021861151819
C02533,100,275000,27500000,8.1,Business,Large,University,2,0,0.0,1,VPS,7817407.0,6,7.0,Annual,35317407.0,2,0,22.75437346629818,43.8,35.6,56.8,33.99718673314909
C02534,100,280000,28000000,5.8,Business,Medium,Small Business,1,0,0.0,0,,0.0,3,4.1,Annual,28000000.0,1,0,17.57017501332517,26.0,27.5,26.2,22.040087506662584
C02536,50,325000,16250000,5.1,Business,Small,Small Business,1,1,1772374.0,1,Shared,13572731.0,5,7.8,Monthly,31595105.0,3,0,20.117216305312283,26.0,63.2,25.8,28.608608152656142
C02538,300,225000,67500000,0.2,Government,Large,Government,3,1,1149851.0,0,,0.0,6,5.6,Monthly,68649851.0,2,1,46.369570026857076,63.6,35.6,56.8,49.764785013428536
C02540,300,205000,61500000,7.6,Government,Large,Government,3,1,630281.0,0,,0.0,6,5.8,Monthly,62130281.0,2,1,41.750618982033515,63.6,35.6,56.8,47.45530949101675
C02542,300,205000,61500000,2.7,Business,Large,ISP Partner,3,1,1927742.0,1,VPS,18936730.0,11,8.2,Monthly,82364472.0,3,1,56.08603338215646,63.6,63.2,56.8,58.76301669107822
C02545,100,250000,25000000,7.3,Government,Large,Government,3,1,1521604.0,1,VPS,2179814.0,9,10.4,Annual,28701418.0,3,0,18.067111989837127,63.6,63.2,56.8,39.753555994918564
C02546,150,230000,34500000,4.5,Business,Large,Hospital,3,1,793256.0,1,VPS,17249436.0,6,5.7,Monthly,52542692.0,3,1,34.9580537930887,63.6,63.2,56.8,48.19902689654435
C02547,150,230000,34500000,9.6,Government,Large,Government,3,1,1869815.0,0,,0.0,4,1.8,Annual,36369815.0,2,0,23.499978012484615,63.6,35.6,56.8,38.32998900624231
C02548,150,280000,42000000,3.9,Business,Small,Small Business,1,0,0.0,0,,0.0,3,5.0,Monthly,42000000.0,1,0,27.4888221982668,26.0,27.5,25.8,26.9394110991334
C02549,150,275000,41250000,0.2,Business,Medium,Small Business,1,1,1789136.0,0,,0.0,8,10.0,Monthly,43039136.0,2,0,28.225023866921905,26.0,35.6,26.2,28.582511933460953
C02551,100,285000,28500000,4.9,Business,Medium,Small Business,1,1,1370161.0,0,,0.0,3,5.0,Monthly,29870161.0,2,0,18.895136951756427,26.0,35.6,26.2,23.917568475878213
C02552,100,250000,25000000,8.5,Business,Small,Small Business,1,0,0.0,0,,0.0,2,5.7,Annual,25000000.0,1,0,15.444750616551964,26.0,27.5,25.8,20.917375308275982
C02553,200,265000,53000000,0.9,Business,Medium,Small Business,1,0,0.0,0,,0.0,7,9.4,Monthly,53000000.0,1,1,35.282044986435224,26.0,27.5,26.2,30.89602249321761
C02554,100,275000,27500000,4.3,Government,Large,Government,3,1,1964476.0,0,,0.0,7,4.9,Monthly,29464476.0,2,0,18.60771935295478,63.6,35.6,56.8,35.88385967647739
C02557,200,220000,44000000,7.6,Business,Small,Small Business,1,0,0.0,0,,0.0,5,6.9,Annual,44000000.0,1,1,28.9057717961156,26.0,27.5,25.8,27.6478858980578
C02564,200,240000,48000000,3.2,Business,Medium,Small Business,1,0,0.0,1,VPS,8639692.0,7,6.1,Monthly,56639692.0,2,1,37.860675044281976,26.0,35.6,26.2,33.40033752214099
C02565,50,300000,15000000,0.4,Business,Small,Small Business,1,1,540504.0,0,,0.0,7,6.3,Monthly,15540504.0,2,0,8.742936090025779,26.0,35.6,25.8,18.78146804501289
C02566,100,290000,29000000,6.1,Business,Large,University,2,1,990251.0,0,,0.0,5,3.6,Monthly,29990251.0,2,0,18.98021769035926,43.8,35.6,56.8,32.11010884517963
C02570,300,200000,60000000,9.4,Government,Large,Government,3,1,1394114.0,1,Dedicated,6972690.0,6,7.0,Annual,68366804.0,3,1,46.16903836044592,63.6,63.2,56.8,53.804519180222954
C02572,100,265000,26500000,6.6,Business,Small,Small Business,1,0,0.0,0,,0.0,6,6.8,Monthly,26500000.0,1,0,16.507462814938567,26.0,27.5,25.8,21.448731407469285
C02576,50,290000,14500000,3.9,Business,Medium,Small Business,1,0,0.0,0,,0.0,2,1.4,Monthly,14500000.0,1,0,8.005765227845743,26.0,27.5,26.2,17.25788261392287
C02577,100,250000,25000000,10.0,Business,Large,University,2,1,1524014.0,0,,0.0,7,7.2,Annual,26524014.0,2,0,16.524476128759936,43.8,35.6,56.8,30.88223806437997
C02578,200,245000,49000000,4.3,Business,Medium,Small Business,1,0,0.0,0,,0.0,3,3.0,Monthly,49000000.0,1,1,32.44814579073761,26.0,27.5,26.2,29.479072895368805
C02579,10,320000,3200000,7.1,Business,Large,Hospital,3,1,871199.0,1,VPS,2106940.0,5,5.7,Annual,6178139.0,3,0,2.1099364291939198,63.6,63.2,56.8,31.77496821459696
C02580,150,275000,41250000,5.1,Business,Large,ISP Partner,3,1,415151.0,0,,0.0,6,7.6,Monthly,41665151.0,2,0,27.25159012032176,63.6,35.6,56.8,40.20579506016088
C02581,20,335000,6700000,1.8,Business,Medium,Small Business,1,0,0.0,0,,0.0,0,0.9,Monthly,6700000.0,1,0,2.4796617962354075,26.0,27.5,26.2,14.494830898117703
C02582,150,230000,34500000,6.5,Business,Large,Enterprise,2,1,1632863.0,0,,0.0,2,3.5,Annual,36132863.0,2,0,23.332103491929878,43.8,35.6,56.8,34.28605174596494
